type,neighborhood,address,price,geo,beds,baths,sqft,url,work_time,work_directions,work_lines,friend_time,friend_directions,friend_lines
Co-op,Forest Hills,67-12 Yellowstone Boulevard #G4,"$1,800","40.72800064,-73.84970093",Studio,1 Bath,,https://streeteasy.com/building/67_12-yellowstone-blvd-forest_hills/g4,57.0,1: Walk west on 67th Avenue. 2: Bear left onto 102nd Street. 3: Turn right onto 67th Road. 4: Enter the 67 Av Station. 5: Take the R toward Bay Ridge - 95 St. (24 stops) 6: Exit the City Hall Station. 7: Walk southeast on Steve Flanders Square. 8: Your destination is on the left. ,1,44.0,1: Walk west on 67th Avenue. 2: Bear left onto 102nd Street. 3: Turn right onto 67th Road. 4: Enter the 67 Av Station. 5: Take the R toward Bay Ridge - 95 St. (10 stops) 6: Exit the 36 St Station. 7: Walk west on Northern Boulevard/NY 25A. 8: Turn right onto 39th Avenue. 9: Enter the 39 Av Station. 10: Take the N toward Astoria - Ditmars Blvd. (5 stops) 11: Exit the Astoria - Ditmars Blvd Station. 12: Walk southeast on Ditmars Boulevard. 13: Turn left onto 35th Street. 14: Your destination is on the right. ,2
Rental Unit,Hudson Heights,12 Pinehurst Avenue #5II,"$2,200","40.84865241,-73.94050152",1 Bed,1 Bath,,https://streeteasy.com/building/12-pinehurst-avenue-new_york/5ii,41.0,1: Walk south on Pinehurst Avenue. 2: Turn left onto West 177th Street. 3: Enter the 175 St Station. 4: Take the A toward Ozone Park - Lefferts Blvd. (10 stops) 5: Exit the Chambers St Station. 6: Walk southeast on Murray Street. 7: Bear right onto Steve Flanders Square. 8: Your destination is on the left. ,1,59.0,1: Walk south on Pinehurst Avenue. 2: Turn left onto West 177th Street. 3: Enter the 175 St Station. 4: Take the A toward Ozone Park - Lefferts Blvd. (4 stops) 5: Exit the 59 St - Columbus Circle Station. 6: Exit the station. 7: Exit the station. 8: Walk southeast on Central Park South/West 59th Street. 9: Turn right onto the walkway. 10: Turn left onto Broadway. 11: Turn left onto West 56th Street. 12: Enter the 57 St - 7 Av Station. 13: Take the W toward Astoria - Ditmars Blvd. (9 stops) 14: Exit the Astoria - Ditmars Blvd Station. 15: Walk southeast on Ditmars Boulevard. 16: Turn left onto 35th Street. 17: Your destination is on the right. ,2
Rental Unit,Forest Hills,113-11 76 Road #2C,"$2,000","40.71817606,-73.83405426",1 Bed,1 Bath,800.0,https://streeteasy.com/building/113_11-76-road-forest_hills/2c,64.0,1: Walk southwest on 76th Road. 2: Turn right onto Queens Boulevard/NY 25. 3: Stay straight to take the ramp. 4: Enter the 75 Av Station. 5: Take the F toward Kings Hwy. (2 stops) 6: Transfer to take the R toward Bay Ridge - 95 St. (19 stops) 7: Exit the City Hall Station. 8: Walk southeast on Steve Flanders Square. 9: Your destination is on the left. ,2,47.0,1: Walk southwest on 76th Road. 2: Turn right onto Queens Boulevard/NY 25. 3: Stay straight to take the ramp. 4: Enter the 75 Av Station. 5: Take the F toward Kings Hwy. (2 stops) 6: Transfer to take the R toward Bay Ridge - 95 St. (4 stops) 7: Exit the Steinway St Station. 8: Take the Q101 toward STEINWAY 19 AV via STEINWAY ST. (8 stops) 9: Walk northwest on Ditmars Boulevard. 10: Turn right onto 35th Street. 11: Your destination is on the right. ,3
Rental Unit,Manhattan Valley,473 Central Park West #5B,"$2,400","40.79910484,-73.95965596",Studio,1 Bath,,https://streeteasy.com/building/473-central-park-west-new_york/5b,37.0,1: Walk northeast on Central Park West. 2: Enter the roundabout and take the 3rd exit. 3: Enter the Cathedral Pkwy (110 St) Station. 4: Take the C toward Euclid Av. (15 stops) 5: Exit the Chambers St Station. 6: Walk southeast on Murray Street. 7: Bear right onto Steve Flanders Square. 8: Your destination is on the left. ,1,59.0,1: Walk northeast on Central Park West. 2: Enter the roundabout and take the 3rd exit. 3: Enter the Cathedral Pkwy (110 St) Station. 4: Take the B toward Brighton Beach. (10 stops) 5: Exit the 34 St - Herald Sq Station. 6: Enter the 34 St - Herald Sq Station. 7: Take the W toward Astoria - Ditmars Blvd. (12 stops) 8: Exit the Astoria - Ditmars Blvd Station. 9: Walk southeast on Ditmars Boulevard. 10: Turn left onto 35th Street. 11: Your destination is on the right. ,2
Rental Unit,Rego Park,97-45 63 Drive #6J,"$2,395","40.73106879,-73.85921779",1 Bed,1 Bath,,https://streeteasy.com/building/97_45-63-drive-rego_park/6j?featured=1,57.0,1: Walk west on 63rd Drive. 2: Turn right onto Queens Boulevard. 3: Turn left onto 63rd Road. 4: Continue. 5: Enter the 63 Dr - Rego Park Station. 6: Take the R toward Bay Ridge - 95 St. (23 stops) 7: Exit the City Hall Station. 8: Walk southeast on Steve Flanders Square. 9: Your destination is on the left. ,1,44.0,1: Walk west on 63rd Drive. 2: Turn right onto Queens Boulevard. 3: Turn left onto 63rd Road. 4: Continue. 5: Enter the 63 Dr - Rego Park Station. 6: Take the R toward Bay Ridge - 95 St. (9 stops) 7: Exit the 36 St Station. 8: Walk west on Northern Boulevard/NY 25A. 9: Turn right onto 39th Avenue. 10: Enter the 39 Av Station. 11: Take the N toward Astoria - Ditmars Blvd. (5 stops) 12: Exit the Astoria - Ditmars Blvd Station. 13: Walk southeast on Ditmars Boulevard. 14: Turn left onto 35th Street. 15: Your destination is on the right. ,2
Co-op,Hudson Heights,340 Haven Avenue #2D,"$2,200","40.85110092,-73.94159698",1 Bed,1 Bath,,https://streeteasy.com/building/lafayette-gardens-340-haven-avenue-new_york/2d?featured=1,47.0,1: Walk northeast on Haven Avenue. 2: Turn right onto West 181st Street. 3: Enter the 181 St Station. 4: Take the A toward Far Rockaway - Mott Av. (11 stops) 5: Exit the Chambers St Station. 6: Walk southeast on Murray Street. 7: Bear right onto Steve Flanders Square. 8: Your destination is on the left. ,1,71.0,1: Walk northeast on Haven Avenue. 2: Turn right onto West 181st Street. 3: Enter the 181 St Station. 4: Take the 1 toward South Ferry. (15 stops) 5: Exit the 50 St Station. 6: Walk southwest on Broadway. 7: Turn left onto West 49th Street. 8: Enter the 49 St Station. 9: Take the W toward Astoria - Ditmars Blvd. (10 stops) 10: Exit the Astoria - Ditmars Blvd Station. 11: Walk southeast on Ditmars Boulevard. 12: Turn left onto 35th Street. 13: Your destination is on the right. ,2
Rental Unit,Bay Ridge,130 Bay Ridge Parkway #4,"$1,895","40.63226715,-74.03227381",1 Bed,1 Bath,,https://streeteasy.com/building/130-bay-ridge-parkway-brooklyn/4,54.0,1: Walk east on Bay Ridge Parkway/75th St. 2: Turn right onto 4th Avenue. 3: Enter the 77 St Station. 4: Take the R toward Forest Hills - 71 Av. (17 stops) 5: Exit the City Hall Station. 6: Walk southeast on Steve Flanders Square. 7: Your destination is on the left. ,1,85.0,1: Walk east on Bay Ridge Parkway/75th St. 2: Turn right onto 4th Avenue. 3: Enter the 77 St Station. 4: Take the R toward Forest Hills - 71 Av. (10 stops) 5: Transfer to take the N toward Astoria - Ditmars Blvd. (15 stops) 6: Exit the Astoria - Ditmars Blvd Station. 7: Walk southeast on Ditmars Boulevard. 8: Turn left onto 35th Street. 9: Your destination is on the right. ,2
Rental Unit,Flushing,142-37 38th Avenue #2C,"$2,200","40.76216238,-73.825837",1 Bed,1 Bath,720.0,https://streeteasy.com/building/142_37-38-avenue-flushing/2c,60.0,1: Walk west on 38th Avenue. 2: Turn left onto Union Street. 3: Turn right onto 39th Avenue. 4: Turn left onto Pedestrian Walk. 5: Enter the Flushing - Main St Station. 6: Take the 7X toward 34 St - 11 Av. (4 stops) 7: Transfer at the Queensboro Plaza Station. 8: Take the W toward Whitehall St. (13 stops) 9: Exit the City Hall Station. 10: Walk southeast on Steve Flanders Square. 11: Your destination is on the left. ,2,44.0,1: Walk west on 38th Avenue. 2: Turn left onto Union Street. 3: Turn right onto 39th Avenue. 4: Turn left onto Pedestrian Walk. 5: Enter the Flushing - Main St Station. 6: Take the 7X toward 34 St - 11 Av. (4 stops) 7: Transfer at the Queensboro Plaza Station. 8: Take the N toward Astoria - Ditmars Blvd. (6 stops) 9: Exit the Astoria - Ditmars Blvd Station. 10: Walk southeast on Ditmars Boulevard. 11: Turn left onto 35th Street. 12: Your destination is on the right. ,2
Rental Unit,Astoria,34-19 30th Street #1J,"$1,938","40.75939793,-73.92824701",Studio,1 Bath,,https://streeteasy.com/building/34_17-30-street-astoria/1j,43.0,1: Walk northeast on 30th Street. 2: Turn right onto 34th Avenue. 3: Enter the Broadway Station. 4: Take the W toward Whitehall St. (16 stops) 5: Exit the City Hall Station. 6: Walk southeast on Steve Flanders Square. 7: Your destination is on the left. ,1,21.0,1: Walk southwest on 30th Street. 2: Turn left onto 35th Avenue. 3: Turn right onto 31st Street. 4: Enter the 36 Av Station. 5: Take the W toward Astoria - Ditmars Blvd. (4 stops) 6: Exit the Astoria - Ditmars Blvd Station. 7: Walk southeast on Ditmars Boulevard. 8: Turn left onto 35th Street. 9: Your destination is on the right. ,1
Condo,Ditmars-Steinway,45-02 Ditmars Boulevard #226,"$2,400","40.77000046,-73.9036026",1 Bed,1 Bath,859.0,https://streeteasy.com/building/pistilli-grand-manor/226,52.0,1: Walk northeast on 45th Street. 2: Take the Q69 toward LI CITY QUEENS PLZ via DITMARS BL via 21 ST. (5 stops) 3: Enter the Astoria - Ditmars Blvd Station. 4: Take the W toward Whitehall St. (19 stops) 5: Exit the City Hall Station. 6: Walk southeast on Steve Flanders Square. 7: Your destination is on the left. ,2,7.0,1: Walk northeast on 45th Street. 2: Take the Q69 toward LI CITY QUEENS PLZ via DITMARS BL via 21 ST. (4 stops) 3: Walk northeast on 35th Street. 4: Your destination is on the right. ,1
Rental Unit,Hell's Kitchen,331 West 43rd Street #2A,"$2,250","40.75871175,-73.9906294",Studio,1 Bath,,https://streeteasy.com/building/331-west-43-street-new_york/2a,18.0,1: Walk southeast on West 43rd Street. 2: Enter the 42 St - Port Authority Bus Terminal Station. 3: Take the A toward Ozone Park - Lefferts Blvd. (5 stops) 4: Exit the Chambers St Station. 5: Walk southeast on Murray Street. 6: Bear right onto Steve Flanders Square. 7: Your destination is on the left. ,1,41.0,1: Walk southeast on West 43rd Street. 2: Turn right onto Broadway. 3: Enter the Times Sq - 42 St Station. 4: Take the W toward Astoria - Ditmars Blvd. (11 stops) 5: Exit the Astoria - Ditmars Blvd Station. 6: Walk southeast on Ditmars Boulevard. 7: Turn left onto 35th Street. 8: Your destination is on the right. ,1
Co-op,Rego Park,98-33 64th Avenue #1F,"$2,000","40.73100341,-73.85739221",1 Bed,1 Bath,,https://streeteasy.com/building/98_33-64-avenue-rego_park/1f,57.0,1: Walk west on 64th Avenue. 2: Turn left onto Queens Boulevard. 3: Turn right onto the walkway. 4: Turn right onto Queens Boulevard/NY 25. 5: Enter the 63 Dr - Rego Park Station. 6: Take the R toward Bay Ridge - 95 St. (23 stops) 7: Exit the City Hall Station. 8: Walk southeast on Steve Flanders Square. 9: Your destination is on the left. ,1,44.0,1: Walk west on 64th Avenue. 2: Turn left onto Queens Boulevard. 3: Turn right onto the walkway. 4: Turn right onto Queens Boulevard/NY 25. 5: Enter the 63 Dr - Rego Park Station. 6: Take the R toward Bay Ridge - 95 St. (9 stops) 7: Exit the 36 St Station. 8: Walk west on Northern Boulevard/NY 25A. 9: Turn right onto 39th Avenue. 10: Enter the 39 Av Station. 11: Take the N toward Astoria - Ditmars Blvd. (5 stops) 12: Exit the Astoria - Ditmars Blvd Station. 13: Walk southeast on Ditmars Boulevard. 14: Turn left onto 35th Street. 15: Your destination is on the right. ,2
Rental Unit,Yorkville,225 East 82nd Street #7D,"$2,295","40.77593741,-73.95457187",Studio,1 Bath,,https://streeteasy.com/building/225-east-82-street-new_york/7d,33.0,1: Walk northwest on East 82nd Street. 2: Turn right onto Lexington Avenue. 3: Enter the 86 St Station. 4: Take the 5 toward Bowling Green. (4 stops) 5: Exit the Brooklyn Bridge - City Hall Station. 6: Walk northwest on Chambers Street. 7: Turn left onto Centre Street. 8: Continue on Steve Flanders Square. 9: Your destination is on the right. ,1,38.0,1: Walk northwest on East 82nd Street. 2: Turn right onto Lexington Avenue. 3: Enter the 86 St Station. 4: Take the 5 toward Bowling Green. (1 stop) 5: Exit the 59 St Station. 6: Walk northeast on Lexington Avenue. 7: Enter the Lexington Av/59 St Station. 8: Take the N toward Astoria - Ditmars Blvd. (7 stops) 9: Exit the Astoria - Ditmars Blvd Station. 10: Walk southeast on Ditmars Boulevard. 11: Turn left onto 35th Street. 12: Your destination is on the right. ,1
Rental Unit,Hudson Heights,802 West 190th Street #3K,"$1,850","40.8566202,-73.93524549",Studio,1 Bath,,https://streeteasy.com/building/802-west-190-street-new_york/3k,47.0,1: Walk northeast on the walkway. 2: Turn sharp right onto the walkway. 3: Enter the 190 St Station. 4: Take the A toward Far Rockaway - Mott Av. (12 stops) 5: Exit the Chambers St Station. 6: Walk southeast on Murray Street. 7: Bear right onto Steve Flanders Square. 8: Your destination is on the left. ,1,71.0,1: Walk northeast on the walkway. 2: Turn sharp right onto the walkway. 3: Enter the 190 St Station. 4: Take the A toward Far Rockaway - Mott Av. (7 stops) 5: Exit the 42 St - Port Authority Bus Terminal Station. 6: Walk southeast on West 42nd Street. 7: Turn right onto Broadway. 8: Enter the Times Sq - 42 St Station. 9: Take the W toward Astoria - Ditmars Blvd. (11 stops) 10: Exit the Astoria - Ditmars Blvd Station. 11: Walk southeast on Ditmars Boulevard. 12: Turn left onto 35th Street. 13: Your destination is on the right. ,2
Rental Unit,Kew Gardens,83-09 Brevoort Street #6G,"$1,900","40.70524701,-73.82947342",1 Bed,1 Bath,,https://streeteasy.com/building/122_04-metropolitan-avenue-kew_gardens/6g,63.0,1: Walk south on Brevoort Street. 2: Bear left onto 122nd Street. 3: Turn right onto the walkway. 4: Turn left onto the walkway. 5: Enter the 121 St Station. 6: Take the Z toward Broad St. (16 stops) 7: Exit the Chambers St Station. 8: Walk northwest on Chambers Street. 9: Turn left onto Centre Street. 10: Continue on Steve Flanders Square. 11: Your destination is on the right. ,1,68.0,1: Walk north on Brevoort Street. 2: Take the Q54 toward JAMAICA 170 ST. (7 stops) 3: Enter the Jamaica - Van Wyck Station. 4: Take the E toward World Trade Center. (4 stops) 5: Exit the Queens Plaza Station. 6: Walk west on Queens Plaza South. 7: Continue on Queens Plaza South. 8: Turn left onto the walkway. 9: Continue. 10: Turn right onto the walkway. 11: Enter the Queensboro Plaza Station. 12: Take the N toward Astoria - Ditmars Blvd. (6 stops) 13: Exit the Astoria - Ditmars Blvd Station. 14: Walk southeast on Ditmars Boulevard. 15: Turn left onto 35th Street. 16: Your destination is on the right. ,3
Rental Unit,Lenox Hill,507 East 73rd Street #2,"$2,195","40.76745531,-73.95246575",Studio,1 Bath,,https://streeteasy.com/building/507-east-73-street-new_york/2,39.0,1: Walk northwest on East 73rd Street. 2: Turn left onto York Avenue. 3: Turn right onto the walkway. 4: Turn left onto 2nd Avenue. 5: Enter the 72 St Station. 6: Take the Q toward Coney Island - Stillwell Av. (2 stops) 7: Transfer to take the R toward 59 St. (10 stops) 8: Exit the City Hall Station. 9: Walk southeast on Steve Flanders Square. 10: Your destination is on the left. ,2,44.0,1: Walk northwest on East 73rd Street. 2: Turn left onto York Avenue. 3: Turn right onto the walkway. 4: Turn left onto 2nd Avenue. 5: Enter the 72 St Station. 6: Take the Q toward Coney Island - Stillwell Av. (2 stops) 7: Transfer at the 57 St - 7 Av Station. 8: Take the N toward Astoria - Ditmars Blvd. (9 stops) 9: Exit the Astoria - Ditmars Blvd Station. 10: Walk southeast on Ditmars Boulevard. 11: Turn left onto 35th Street. 12: Your destination is on the right. ,2
Rental Unit,Fort George,560 Audobon Avenue #77A,"$1,699","40.85660437,-73.9271155",Studio,1 Bath,500.0,https://streeteasy.com/building/560-audubon-avenue-new_york/77a,52.0,1: Walk northwest on West 193rd Street. 2: Turn left onto Saint Nicholas Avenue. 3: Enter the 191 St Station. 4: Take the 1 toward South Ferry. (13 stops) 5: Transfer to take the 2 toward Flatbush Av - Brooklyn College. (5 stops) 6: Exit the Park Pl Station. 7: Walk southeast on Park Place. 8: Turn left onto Broadway. 9: Turn right onto Steve Flanders Square. 10: Your destination is on the left. ,2,71.0,1: Walk northwest on West 193rd Street. 2: Turn left onto Saint Nicholas Avenue. 3: Enter the 191 St Station. 4: Take the 1 toward South Ferry. (17 stops) 5: Exit the Times Sq - 42 St Station. 6: Walk southeast on West 41st Street. 7: Enter the Times Sq - 42 St Station. 8: Take the W toward Astoria - Ditmars Blvd. (11 stops) 9: Exit the Astoria - Ditmars Blvd Station. 10: Walk southeast on Ditmars Boulevard. 11: Turn left onto 35th Street. 12: Your destination is on the right. ,2
Rental Unit,Rego Park,97-45 63 Drive #6J,"$2,395","40.73106879,-73.85921779",1 Bed,1 Bath,,https://streeteasy.com/building/97_45-63-drive-rego_park/6j?featured=1,57.0,1: Walk west on 63rd Drive. 2: Turn right onto Queens Boulevard. 3: Turn left onto 63rd Road. 4: Continue. 5: Enter the 63 Dr - Rego Park Station. 6: Take the R toward Bay Ridge - 95 St. (23 stops) 7: Exit the City Hall Station. 8: Walk southeast on Steve Flanders Square. 9: Your destination is on the left. ,1,44.0,1: Walk west on 63rd Drive. 2: Turn right onto Queens Boulevard. 3: Turn left onto 63rd Road. 4: Continue. 5: Enter the 63 Dr - Rego Park Station. 6: Take the R toward Bay Ridge - 95 St. (9 stops) 7: Exit the 36 St Station. 8: Walk west on Northern Boulevard/NY 25A. 9: Turn right onto 39th Avenue. 10: Enter the 39 Av Station. 11: Take the N toward Astoria - Ditmars Blvd. (5 stops) 12: Exit the Astoria - Ditmars Blvd Station. 13: Walk southeast on Ditmars Boulevard. 14: Turn left onto 35th Street. 15: Your destination is on the right. ,2
Co-op,Hudson Heights,340 Haven Avenue #2D,"$2,200","40.85110092,-73.94159698",1 Bed,1 Bath,,https://streeteasy.com/building/lafayette-gardens-340-haven-avenue-new_york/2d?featured=1,47.0,1: Walk northeast on Haven Avenue. 2: Turn right onto West 181st Street. 3: Enter the 181 St Station. 4: Take the A toward Far Rockaway - Mott Av. (11 stops) 5: Exit the Chambers St Station. 6: Walk southeast on Murray Street. 7: Bear right onto Steve Flanders Square. 8: Your destination is on the left. ,1,71.0,1: Walk northeast on Haven Avenue. 2: Turn right onto West 181st Street. 3: Enter the 181 St Station. 4: Take the 1 toward South Ferry. (15 stops) 5: Exit the 50 St Station. 6: Walk southwest on Broadway. 7: Turn left onto West 49th Street. 8: Enter the 49 St Station. 9: Take the W toward Astoria - Ditmars Blvd. (10 stops) 10: Exit the Astoria - Ditmars Blvd Station. 11: Walk southeast on Ditmars Boulevard. 12: Turn left onto 35th Street. 13: Your destination is on the right. ,2
Rental Unit,Forest Hills,72-38 113rd Street #4D,"$2,150","40.72090149,-73.83730316",1 Bed,1 Bath,950.0,https://streeteasy.com/building/72_38-113-street-forest_hills/4d,64.0,1: Walk northwest. 2: Turn left onto 72nd Road. 3: Turn right onto Queens Boulevard. 4: Turn left onto the walkway. 5: Turn right onto Queens Boulevard/NY 25. 6: Enter the Forest Hills - 71 Av Station. 7: Take the R toward Bay Ridge - 95 St. (25 stops) 8: Exit the City Hall Station. 9: Walk southeast on Steve Flanders Square. 10: Your destination is on the left. ,1,47.0,1: Walk northwest. 2: Turn left onto 72nd Road. 3: Turn right onto Queens Boulevard. 4: Turn left onto the walkway. 5: Turn right onto Queens Boulevard/NY 25. 6: Enter the Forest Hills - 71 Av Station. 7: Take the R toward Bay Ridge - 95 St. (10 stops) 8: Exit the Steinway St Station. 9: Take the Q101 toward STEINWAY 19 AV via STEINWAY ST. (8 stops) 10: Walk northwest on Ditmars Boulevard. 11: Turn right onto 35th Street. 12: Your destination is on the right. ,2
Rental Unit,Woodside,40-20 69th Street #2F,"$2,250","40.74562532,-73.89647805",1 Bed,1 Bath,,https://streeteasy.com/building/40_20-69-street-woodside/2f,49.0,1: Walk north on 69th Street. 2: Turn left onto Broadway. 3: Enter the 65 St Station. 4: Take the R toward 59 St. (18 stops) 5: Exit the City Hall Station. 6: Walk southeast on Steve Flanders Square. 7: Your destination is on the left. ,1,31.0,1: Walk north on 69th Street. 2: Enter the 69 St Station. 3: Take the 7 toward 34 St - 11 Av. (6 stops) 4: Transfer at the Queensboro Plaza Station. 5: Take the N toward Astoria - Ditmars Blvd. (6 stops) 6: Exit the Astoria - Ditmars Blvd Station. 7: Walk southeast on Ditmars Boulevard. 8: Turn left onto 35th Street. 9: Your destination is on the right. ,2
Rental Unit,Stuyvesant Heights,1620 Fulton Street #10C,"$2,277","40.679431,-73.9383167",1 Bed,1 Bath,618.0,https://streeteasy.com/building/the-garnet/10c,31.0,1: Walk north on Albany Avenue. 2: Turn left onto Fulton Street. 3: Enter the Kingston - Throop Avs Station. 4: Take the C toward 168 St. (9 stops) 5: Exit the Chambers St Station. 6: Walk southeast on Murray Street. 7: Bear right onto Steve Flanders Square. 8: Your destination is on the left. ,1,76.0,1: Walk north on Albany Avenue. 2: Turn left onto Fulton Street. 3: Enter the Kingston - Throop Avs Station. 4: Take the C toward 168 St. (6 stops) 5: Transfer to take the F toward Jamaica - 179 St. (9 stops) 6: Exit the 34 St - Herald Sq Station. 7: Enter the 34 St - Herald Sq Station. 8: Take the N toward Astoria - Ditmars Blvd. (12 stops) 9: Exit the Astoria - Ditmars Blvd Station. 10: Walk southeast on Ditmars Boulevard. 11: Turn left onto 35th Street. 12: Your destination is on the right. ,3
Rental Unit,Washington Heights,735 West 172nd Street #A44,"$2,000","40.84549681,-73.94210188",1 Bed,1 Bath,,https://streeteasy.com/building/735-west-172-street-new_york/a44,47.0,1: Walk north on Haven Avenue. 2: Turn right onto West 176th Street. 3: Enter the 175 St Station. 4: Take the A toward Far Rockaway - Mott Av. (10 stops) 5: Exit the Chambers St Station. 6: Walk southeast on Murray Street. 7: Bear right onto Steve Flanders Square. 8: Your destination is on the left. ,1,71.0,1: Walk north on Haven Avenue. 2: Turn right onto West 176th Street. 3: Enter the 175 St Station. 4: Take the A toward Far Rockaway - Mott Av. (5 stops) 5: Exit the 42 St - Port Authority Bus Terminal Station. 6: Walk southeast on West 42nd Street. 7: Turn right onto Broadway. 8: Enter the Times Sq - 42 St Station. 9: Take the W toward Astoria - Ditmars Blvd. (11 stops) 10: Exit the Astoria - Ditmars Blvd Station. 11: Walk southeast on Ditmars Boulevard. 12: Turn left onto 35th Street. 13: Your destination is on the right. ,2
Rental Unit,Yorkville,502 East 89th Street #2D,"$2,350","40.77754185,-73.94540694",1 Bed,1 Bath,,https://streeteasy.com/building/502-east-89-street-new_york/2d,44.0,1: Walk northwest on East 89th Street. 2: Turn left onto 1st Avenue. 3: Turn right onto East 86th Street. 4: Enter the 86 St Station. 5: Take the 5 toward Crown Hts - Utica Av. (4 stops) 6: Exit the Brooklyn Bridge - City Hall Station. 7: Walk northwest on Chambers Street. 8: Turn left onto Centre Street. 9: Continue on Steve Flanders Square. 10: Your destination is on the right. ,1,52.0,1: Walk northwest on East 89th Street. 2: Turn left onto 1st Avenue. 3: Turn right onto East 86th Street. 4: Enter the 86 St Station. 5: Take the Q toward Coney Island - Stillwell Av. (3 stops) 6: Transfer at the 57 St - 7 Av Station. 7: Take the N toward Astoria - Ditmars Blvd. (9 stops) 8: Exit the Astoria - Ditmars Blvd Station. 9: Walk southeast on Ditmars Boulevard. 10: Turn left onto 35th Street. 11: Your destination is on the right. ,2
Co-op,Forest Hills,69-09 108th Street #109,"$1,450","40.72471842,-73.84503814",Studio,1 Bath,,https://streeteasy.com/building/69_09-108-street-forest_hills/109,64.0,1: Walk south on 108th Street. 2: Turn right onto 70th Road. 3: Continue. 4: Enter the Forest Hills - 71 Av Station. 5: Take the R toward Bay Ridge - 95 St. (25 stops) 6: Exit the City Hall Station. 7: Walk southeast on Steve Flanders Square. 8: Your destination is on the left. ,1,48.0,1: Walk south on 108th Street. 2: Turn right onto 70th Road. 3: Continue. 4: Enter the Forest Hills - 71 Av Station. 5: Take the E toward World Trade Center. (2 stops) 6: Exit the Queens Plaza Station. 7: Walk west on Queens Plaza South. 8: Continue on Queens Plaza South. 9: Turn left onto the walkway. 10: Continue. 11: Turn right onto the walkway. 12: Enter the Queensboro Plaza Station. 13: Take the W toward Astoria - Ditmars Blvd. (6 stops) 14: Exit the Astoria - Ditmars Blvd Station. 15: Walk southeast on Ditmars Boulevard. 16: Turn left onto 35th Street. 17: Your destination is on the right. ,2
Rental Unit,Flushing,132-70 Sanford Avenue #3H,"$2,150","40.75536826,-73.83078528",1 Bed,1 Bath,,https://streeteasy.com/building/132_70-sanford-avenue-flushing/3h,60.0,1: Walk northwest on Frame Place. 2: Turn right onto Sanford Avenue. 3: Turn left onto Main Street. 4: Enter the Flushing - Main St Station. 5: Take the 7X toward 34 St - 11 Av. (4 stops) 6: Transfer at the Queensboro Plaza Station. 7: Take the W toward Whitehall St. (13 stops) 8: Exit the City Hall Station. 9: Walk southeast on Steve Flanders Square. 10: Your destination is on the left. ,2,44.0,1: Walk northwest on Frame Place. 2: Turn right onto Sanford Avenue. 3: Turn left onto Main Street. 4: Enter the Flushing - Main St Station. 5: Take the 7X toward 34 St - 11 Av. (4 stops) 6: Transfer at the Queensboro Plaza Station. 7: Take the N toward Astoria - Ditmars Blvd. (6 stops) 8: Exit the Astoria - Ditmars Blvd Station. 9: Walk southeast on Ditmars Boulevard. 10: Turn left onto 35th Street. 11: Your destination is on the right. ,2
Co-op,Kew Gardens,83-60 118th Street #12K,"$1,875","40.70538357,-73.83465236",1 Bed,1 Bath,,https://streeteasy.com/building/83_60-118-street-kew_gardens/12k,63.0,1: Walk east on Curzon Road. 2: Turn right onto 118th Street. 3: Turn left onto Babbage Street. 4: Bear right onto Lefferts Boulevard. 5: Turn left onto Jamaica Avenue. 6: Enter the 121 St Station. 7: Take the Z toward Broad St. (16 stops) 8: Exit the Chambers St Station. 9: Walk northwest on Chambers Street. 10: Turn left onto Centre Street. 11: Continue on Steve Flanders Square. 12: Your destination is on the right. ,1,62.0,1: Walk west on Curzon Road. 2: Turn left onto Park Lane South. 3: Turn right to stay on Park Lane South. 4: Take the Q37 toward KEW GARDENS UNION TPK STA via 111 ST. (4 stops) 5: Walk northwest on the walkway. 6: Turn left onto Union Turnpike. 7: Make a left U-turn to stay on Union Turnpike. 8: Enter the Kew Gardens - Union Tpke Station. 9: Take the E toward World Trade Center. (3 stops) 10: Exit the Queens Plaza Station. 11: Walk west on Queens Plaza South. 12: Continue on Queens Plaza South. 13: Turn left onto the walkway. 14: Continue. 15: Turn right onto the walkway. 16: Enter the Queensboro Plaza Station. 17: Take the N toward Astoria - Ditmars Blvd. (6 stops) 18: Exit the Astoria - Ditmars Blvd Station. 19: Walk southeast on Ditmars Boulevard. 20: Turn left onto 35th Street. 21: Your destination is on the right. ,3
Rental Unit,Upper East Side,66 East 80th Street #2B,"$2,395","40.77637334,-73.96073485",Studio,1 Bath,,https://streeteasy.com/building/66-east-80-street-new_york/2b,35.0,1: Walk southeast on East 80th Street. 2: Turn right onto Lexington Avenue. 3: Enter the 77 St Station. 4: Take the 6 toward Brooklyn Bridge - City Hall. (13 stops) 5: Exit the Brooklyn Bridge - City Hall Station. 6: Walk northwest on Chambers Street. 7: Turn left onto Centre Street. 8: Continue on Steve Flanders Square. 9: Your destination is on the right. ,1,38.0,1: Walk southeast on East 80th Street. 2: Turn right onto Lexington Avenue. 3: Enter the 77 St Station. 4: Take the 6 toward Brooklyn Bridge - City Hall. (2 stops) 5: Exit the 59 St Station. 6: Walk northeast on Lexington Avenue. 7: Enter the Lexington Av/59 St Station. 8: Take the N toward Astoria - Ditmars Blvd. (7 stops) 9: Exit the Astoria - Ditmars Blvd Station. 10: Walk southeast on Ditmars Boulevard. 11: Turn left onto 35th Street. 12: Your destination is on the right. ,2
